-9810,563996,109548.44,112907.11,114939.17,115384.01

-9809,564004,109548.44,112907.11,114939.17,115384.01

-9808,564015,109548.44,112907.11,114939.17,115384.01

-9807,564025,109548.44,112905.83,114939.17,115384.01

-9806,564035,109549.53,112905.83,114939.17,115383.50

-9805,564045,109549.53,112905.83,114939.17,115383.50

-9804,564056,109549.53,112905.83,114939.17,115383.50

-9803,564066,109549.53,112905.83,114939.17,115383.50

-9802,564076,109549.53,112905.83,114939.17,115383.50

-9801,564086,109549.53,112913.89,114933.24,115383.50

-9800,564097,109549.43,112914.33,114933.24,115391.25

-9799,564107,109549.43,112914.33,114933.24,115391.25

-9798,564117,109549.43,112914.33,114933.24,115391.25

-9797,564127,109549.43,112914.33,114933.24,115391.25

-9796,564137,109549.43,112914.33,114933.24,115391.25

-9795,564148,109549.43,112914.33,114917.74,115391.25

-9794,564158,109549.43,112925.69,114917.74,115391.25

-9793,564168,109538.72,112925.69,114917.74,115399.85

-9792,564178,109538.72,112925.69,114917.74,115399.85

-9791,564189,109538.72,112925.69,114917.74,115399.85

-9790,564197,109538.72,112925.69,114917.74,115399.85

-9789,564207,109538.72,112925.69,114917.74,115399.85

-9788,564217,109538.72,112921.22,114935.28,115399.85

-9787,564228,109547.64,112921.22,114935.28,115367.16

-9786,564238,109547.64,112921.22,114935.28,115367.16

-9785,564248,109547.64,112921.22,114935.28,115367.16

-9784,564258,109547.64,112921.22,114935.28,115367.16

-9783,564269,109547.64,112921.22,114935.28,115367.16

-9782,564279,109547.64,112921.22,114961.57,115367.16

-9781,564289,109547.64,112918.07,114961.57,115271.91

-9780,564299,109599.26,112918.07,114961.57,115271.91

-9779,564310,109599.26,112918.07,114961.57,115271.91

-9778,564320,109599.26,112918.07,114961.57,115271.91

-9777,564330,109599.26,112918.07,114961.57,115271.91

-9776,564340,109599.26,112918.07,114961.57,115271.91

-9775,564350,109599.26,112901.39,114984.59,115271.91

-9774,564361,109633.57,112901.39,114984.59,115206.46

-9773,564371,109633.57,112901.39,114984.59,115206.46

-9772,564381,109633.57,112901.39,114984.59,115206.46

-9771,564389,109633.57,112901.39,114984.59,115206.46

-9770,564400,109633.57,112901.39,114984.59,115206.46

-9769,564410,109633.57,112901.39,114998.14,115206.46

-9768,564420,109633.57,112882.59,114998.14,115170.14

-9767,564430,109653.68,112882.59,114998.14,115170.14

-9766,564441,109653.68,112882.59,114998.14,115170.14

-9765,564451,109653.68,112882.59,114998.14,115170.14

-9764,564461,109653.68,112882.59,114998.14,115170.14

-9763,564471,109653.68,112882.59,114998.14,115170.14

-9762,564482,109653.68,112876.75,115016.57,115170.14

-9761,564492,109664.82,112876.75,115016.57,115157.17

-9760,564502,109664.82,112876.75,115016.57,115157.17

-9759,564512,109664.82,112876.75,115016.57,115157.17

-9758,564523,109664.82,112876.75,115016.57,115157.17

-9757,564533,109664.82,112876.75,115016.57,115157.17

-9756,564543,109664.82,112876.75,115012.75,115157.17

-9755,564553,109664.82,112885.38,115012.75,115203.00

-9754,564563,109633.57,112885.38,115012.75,115203.00

-9753,564572,109633.57,112885.38,115012.75,115203.00

-9752,564582,109633.57,112885.38,115012.75,115203.00

-9751,564592,109633.57,112885.38,115012.75,115203.00

-9750,564602,109633.57,112885.38,115012.75,115203.00

-9749,564613,109633.57,112914.32,114979.91,115203.00

-9748,564623,109569.70,112914.32,114979.91,115259.33

-9747,564633,109569.70,112914.32,114979.91,115259.33

-9746,564643,109569.70,112914.32,114979.91,115259.33

-9745,564654,109569.70,112914.32,114979.91,115259.33

-9744,564664,109569.70,112914.32,114979.91,115259.33

-9743,564674,109569.70,112914.32,114964.32,115259.33

-9742,564684,109569.70,112923.67,114964.32,115267.96

-9741,564695,109553.88,112923.67,114964.32,115267.96

-9740,564705,109553.88,112923.67,114964.32,115267.96

-9739,564715,109553.88,112923.67,114964.32,115267.96

-9738,564725,109553.88,112923.67,114964.32,115267.96

-9737,564736,109553.88,112923.67,114964.32,115267.96

-9736,564746,109553.88,112923.45,114952.36,115301.99

-9735,564754,109562.53,112923.45,114952.36,115301.99

