-8445,1918896,114412.66,108617.99,103480.46,114229.66

-8444,1918906,114412.66,108544.11,103480.46,114275.36

-8443,1918916,114412.66,108544.11,103480.46,114275.36

-8442,1918926,114412.66,108544.11,103480.46,114275.36

-8441,1918937,114412.66,108544.11,103480.46,114275.36

-8440,1918947,114430.41,108544.11,103480.46,114275.36

-8439,1918957,114430.41,108544.11,103480.64,114275.36

-8438,1918967,114430.41,108582.59,103480.64,114186.46

-8437,1918978,114430.41,108582.59,103480.64,114186.46

-8436,1918988,114430.41,108582.59,103480.64,114186.46

-8435,1918998,114430.41,108582.59,103480.64,114186.46

-8434,1919008,114421.55,108582.59,103480.64,114186.46

-8433,1919019,114421.55,108582.59,103481.78,114186.46

-8432,1919029,114421.55,108582.59,103481.78,114186.46

-8431,1919039,114421.55,108997.07,103481.78,114038.91

-8430,1919049,114421.55,108997.07,103481.78,114038.91

-8429,1919059,114421.55,108997.07,103481.78,114038.91

-8428,1919070,114422.08,108997.07,103481.78,114038.91

-8427,1919080,114422.08,108997.07,103479.27,114038.91

-8426,1919090,114422.08,108997.07,103479.27,114038.91

-8425,1919100,114422.08,109868.89,103479.27,114537.23

-8424,1919111,114422.08,109868.89,103479.27,114537.23

-8423,1919121,114422.08,109868.89,103479.27,114537.23

-8422,1919131,114422.08,109868.89,103479.27,114537.23

-8421,1919141,114571.53,109868.89,103479.27,114537.23

-8420,1919152,114571.53,109868.89,103460.85,114537.23

-8419,1919162,114571.53,111467.77,103460.85,114537.23

-8418,1919172,114571.53,111467.77,103460.85,114512.37

-8417,1919182,114571.53,111467.77,103460.85,114512.37

-8416,1919193,114571.53,111467.77,103460.85,114512.37

-8415,1919203,114711.96,111467.77,103460.85,114512.37

-8414,1919213,114711.96,111467.77,103461.36,114512.37

-8413,1919223,114711.96,111467.77,103461.36,114512.37

-8412,1919234,114711.96,112002.35,103461.36,114418.25

-8411,1919244,114711.96,112002.35,103461.36,114418.25

-8410,1919254,114711.96,112002.35,103461.36,114418.25

-8409,1919264,114711.96,112002.35,103461.36,114418.25

-8408,1919275,114821.33,112002.35,103461.36,114418.25

-8407,1919285,114821.33,112002.35,103456.38,114418.25

-8406,1919295,114821.33,111982.00,103456.38,113914.39

-8405,1919305,114821.33,111982.00,103456.38,113913.96

-8404,1919315,114821.33,111982.00,103456.38,113913.96

-8403,1919326,114821.33,111982.00,103456.38,113913.96

-8402,1919336,114801.47,111982.00,103456.38,113913.96

-8401,1919346,114801.47,111982.00,103455.13,113913.96

-8400,1919356,114801.47,111982.00,103455.13,113913.96

-8399,1919367,114801.47,110846.47,103455.13,114244.86

-8398,1919377,114801.47,110846.47,103455.13,114244.86

-8397,1919385,114801.47,110846.47,103455.13,114244.86

-8396,1919395,114801.47,110846.47,103455.13,114244.86

-8395,1919406,114578.89,110846.47,103462.85,114244.86

-8394,1919416,114578.89,110846.47,103462.85,114244.86

-8393,1919426,114578.89,109719.53,103462.85,114229.39

-8392,1919436,114578.89,109719.53,103462.85,114229.39

-8391,1919447,114578.89,109719.53,103462.85,114229.39

-8390,1919457,114578.89,109719.53,103462.85,114229.39

-8389,1919467,114501.19,109719.53,103462.85,114229.39

-8388,1919477,114501.19,109719.53,103474.75,114229.39

-8387,1919488,114501.19,108931.77,103474.75,114229.39

-8386,1919498,114501.19,108931.77,103474.75,114092.86

-8385,1919508,114501.19,108931.77,103474.75,114092.86

-8384,1919518,114501.19,108931.77,103474.75,114092.86

-8383,1919528,114475.41,108931.77,103474.75,114092.86

-8382,1919539,114474.97,108931.77,103474.41,114092.86

-8381,1919549,114474.97,108931.77,103474.41,114092.86

-8380,1919559,114474.97,108720.39,103474.41,113923.86

-8379,1919569,114474.97,108720.39,103474.41,113923.86

-8378,1919580,114474.97,108720.39,103474.41,113923.86

-8377,1919590,114474.97,108720.39,103474.41,113923.86

-8376,1919600,114469.41,108720.39,103474.41,113923.86

-8375,1919610,114469.41,108720.39,103471.64,113923.86

-8374,1919621,114469.41,108570.17,103471.64,113923.86

-8373,1919631,114469.41,108570.17,103471.64,113846.43

-8372,1919641,114469.41,108570.17,103471.64,113846.43

-8371,1919651,114469.41,108570.17,103471.64,113846.43

-8370,1919662,114438.74,108570.17,103471.64,113846.43

-8369,1919672,114438.74,108570.17,103472.10,113846.43

-8368,1919682,114438.74,108570.17,103472.10,113846.43

-8367,1919692,114438.74,108614.42,103472.10,113669.71

-8366,1919703,114438.74,108614.42,103472.10,113669.71

-8365,1919713,114438.74,108614.42,103472.10,113669.71

-8364,1919723,114438.74,108614.42,103472.10,113669.71

-8363,1919733,114439.62,108614.42,103471.47,113669.71

-8362,1919744,114439.62,108614.42,103471.47,113669.71

-8361,1919754,114439.62,108645.92,103471.47,113742.25

-8360,1919764,114439.62,108645.92,103471.47,113742.25

-8359,1919774,114439.62,108645.92,103471.47,113742.25

-8358,1919784,114439.62,108645.92,103471.47,113742.25

-8357,1919795,114430.90,108645.92,103471.47,113742.25

-8356,1919805,114430.90,108645.92,103471.99,113742.25

-8355,1919815,114430.90,108591.33,103471.99,113742.25

-8354,1919825,114430.90,108591.33,103471.99,113910.13

-8353,1919836,114430.90,108591.33,103471.99,113910.13

-8352,1919846,114430.90,108591.33,103471.99,113910.13

-8351,1919856,114430.90,108591.33,103471.99,113910.13

-8350,1919866,114409.89,108591.33,103473.36,113910.13

-8349,1919877,114409.89,108591.33,103473.36,113910.13

-8348,1919887,114409.89,108637.95,103473.36,114208.89

-8347,1919897,114409.89,108637.95,103473.36,114208.89

-8346,1919907,114409.89,108637.95,103473.36,114208.89

-8345,1919918,114409.89,108637.95,103473.36,114208.89

-8344,1919928,114412.78,108637.95,103473.36,114208.89

-8343,1919938,114412.78,108637.95,103473.03,114208.89

-8342,1919948,114412.78,108650.00,103473.03,114208.89

-8341,1919959,114412.78,108650.00,103473.03,114253.64

-8340,1919969,114412.78,108650.00,103473.03,114253.64

-8339,1919979,114412.78,108650.00,103473.03,114253.64

-8338,1919989,114412.78,108650.00,103473.03,114253.64

-8337,1920000,114407.75,108650.00,103474.75,114253.64

-8336,1920010,114407.75,108650.00,103474.75,114253.64

-8335,1920020,114407.75,108715.30,103474.75,114270.59

-8334,1920030,114407.75,108715.30,103474.75,114270.59

-8333,1920040,114407.75,108715.30,103474.75,114270.59

