18828,2544367,117953.16,650

18829,2544371,117952.31,661

18830,2544375,117952.31,671

18831,2544379,117952.31,681

18832,2544381,117952.31,691

18833,2544386,117952.31,704

18834,2544390,117952.31,713

18835,2544394,117952.31,722

18836,2544396,117952.31,732

18837,2544400,117952.31,740

18838,2544404,117948.88,748

18839,2544408,117948.88,755

18840,2544410,117948.88,761

18841,2544414,117948.88,766

18842,2544418,117948.88,770

18843,2544422,117948.88,773

18844,2544427,117948.88,775

18845,2544429,117948.88,776

18846,2544433,117948.88,776

18847,2544437,117948.88,774

18848,2544441,117950.60,773

18849,2544443,117950.60,770

18850,2544447,117950.60,766

18851,2544451,117950.60,762

18852,2544455,117950.60,757

18853,2544457,117950.60,751

18854,2544461,117950.60,745

18855,2544465,117950.60,739

18856,2544470,117950.60,733

18857,2544472,117948.02,726

18858,2544476,117948.02,719

18859,2544480,117948.02,714

18860,2544484,117948.02,707

18861,2544486,117948.02,699

18862,2544490,117948.02,693

18863,2544494,117948.02,688

18864,2544498,117948.02,681

18865,2544500,117948.02,675

18866,2544504,117950.25,671

18867,2544508,117950.25,666

18868,2544513,117950.25,662

18869,2544515,117950.25,657

18870,2544519,117950.25,654

18871,2544523,117950.25,650

18872,2544527,117950.25,647

18873,2544531,117950.25,644

18874,2544533,117950.25,642

18875,2544537,117950.25,639

18876,2544541,117950.25,638

18877,2544545,117950.25,635

18878,2544547,117950.25,633

18879,2544551,117950.25,632

18880,2544556,117950.25,630

18881,2544560,117950.25,628

18882,2544562,117950.25,627

18883,2544566,117950.25,625

18884,2544570,117950.25,623

18885,2544574,117951.28,622

18886,2544576,117951.28,620

18887,2544580,117951.28,617

18888,2544584,117951.28,615

18889,2544588,117951.28,613

18890,2544590,117951.28,611

18891,2544594,117951.28,609

18892,2544599,117951.28,606

18893,2544603,117951.28,604

18894,2544605,117951.28,603

18895,2544609,117949.39,601

18896,2544613,117949.39,600

18897,2544617,117949.39,598

18898,2544621,117949.39,597

18899,2544623,117949.39,595

18900,2544627,117949.39,595

18901,2544631,117949.39,594

18902,2544635,117949.39,594

18903,2544637,117949.39,593

18904,2544642,117950.42,595

18905,2544646,117950.42,594

18906,2544650,117950.42,595

18907,2544652,117950.42,596

18908,2544656,117950.42,597

18909,2544660,117950.42,599

18910,2544664,117950.42,601

18911,2544666,117950.42,602

18912,2544670,117950.42,604

18913,2544674,117948.88,605

18914,2544678,117948.88,607

18915,2544680,117948.88,609

18916,2544685,117948.88,610

18917,2544689,117948.88,612

18918,2544693,117948.88,612

18919,2544695,117948.88,614

18920,2544699,117948.88,614

18921,2544703,117948.88,616

18922,2544707,117948.88,616

18923,2544709,117950.25,616

18924,2544713,117950.25,616

18925,2544717,117950.25,616

18926,2544721,117950.25,616

18927,2544726,117950.25,615

18928,2544728,117950.25,615

18929,2544732,117950.25,615

18930,2544736,117950.25,614

18931,2544740,117950.25,614

18932,2544742,117950.25,614

18933,2544746,117950.25,613

18934,2544750,117950.25,612

18935,2544754,117950.25,612

18936,2544756,117950.25,610

18937,2544760,117950.25,609

18938,2544764,117950.25,608

18939,2544769,117950.25,607

18940,2544771,117950.25,606

18941,2544775,117950.42,606

18942,2544779,117950.42,605

18943,2544783,117950.42,604

18944,2544785,117950.42,602

18945,2544789,117950.42,601

18946,2544793,117950.42,600

18947,2544797,117950.42,599

18948,2544801,117950.42,598

18949,2544803,117950.42,597

18950,2544807,117950.42,595

18951,2544812,117951.97,594

18952,2544816,117951.97,594

18953,2544818,117951.97,592

18954,2544822,117951.97,591

18955,2544826,117951.97,590

18956,2544830,117951.97,589

18957,2544832,117951.97,588

18958,2544836,117951.97,587

18959,2544840,117951.97,587

18960,2544844,117952.14,587

18961,2544846,117952.14,586

18962,2544850,117952.14,585

18963,2544855,117952.14,585

18964,2544859,117952.14,585

18965,2544861,117952.14,585

18966,2544865,117952.14,584

18967,2544869,117952.14,584

18968,2544873,117952.14,583

18969,2544875,117953.85,583

18970,2544879,117953.85,583

18971,2544883,117953.85,583

18972,2544887,117953.85,582

18973,2544889,117953.85,583

18974,2544893,117953.85,583

18975,2544898,117953.85,584

18976,2544902,117953.85,583

18977,2544906,117953.85,584

18978,2544908,117953.85,584

18979,2544912,117951.45,585

18980,2544916,117951.45,585

18981,2544920,117951.45,584

18982,2544922,117951.45,584

18983,2544926,117951.45,584

18984,2544930,117951.45,584

18985,2544934,117951.45,584

18986,2544936,117951.45,584

18987,2544941,117951.45,583

18988,2544945,117955.05,583

18989,2544949,117955.05,583

18990,2544951,117955.05,583

18991,2544955,117955.05,583

18992,2544959,117955.05,582

18993,2544963,117955.05,582

18994,2544965,117955.05,581

18995,2544969,117955.05,581

18996,2544973,117955.05,581

18997,2544977,117950.08,580

18998,2544979,117950.08,580

18999,2544984,117950.08,580

19000,2544988,117950.08,579

19001,2544992,117950.08,578

19002,2544994,117950.08,577

19003,2544998,117950.08,577

19004,2545002,117950.08,577

19005,2545006,117950.08,577

19006,2545008,117950.08,576

19007,2545012,117951.79,575

19008,2545016,117951.79,575

19009,2545020,117951.79,575

19010,2545022,117951.79,574

19011,2545027,117951.79,573

19012,2545031,117951.79,572

19013,2545035,117951.79,572

19014,2545039,117951.79,571

19015,2545041,117951.79,571

19016,2545045,117954.53,569

19017,2545049,117954.53,569

19018,2545053,117954.53,568

19019,2545055,117954.53,567

19020,2545059,117954.53,566

19021,2545063,117954.53,565

19022,2545068,117954.53,565

19023,2545070,117954.53,565

19024,2545074,117954.53,564

19025,2545078,117954.53,563

19026,2545082,117951.11,564

19027,2545084,117951.11,562

19028,2545088,117951.11,562

19029,2545092,117951.11,561

19030,2545096,117951.11,561

19031,2545098,117951.11,561

19032,2545102,117951.11,561

19033,2545106,117951.11,561

19034,2545111,117951.11,561

19035,2545115,117953.85,560

19036,2545117,117953.85,561

19037,2545121,117953.85,560

19038,2545125,117953.85,561

19039,2545129,117953.85,563

19040,2545131,117953.85,561

19041,2545135,117953.85,562

19042,2545139,117953.85,562

19043,2545143,117953.85,563

19044,2545145,117954.02,563

19045,2545149,117954.02,563

19046,2545154,117954.02,565

19047,2545158,117954.02,565

19048,2545160,117954.02,566

19049,2545164,117954.02,567

19050,2545168,117954.02,567

19051,2545172,117954.02,568

19052,2545174,117954.02,568

19053,2545178,117954.02,569

19054,2545182,117953.33,570

19055,2545186,117953.33,571

19056,2545188,117953.33,571

19057,2545192,117953.33,572

19058,2545197,117953.33,572

19059,2545201,117953.33,573

19060,2545203,117953.33,573

19061,2545207,117953.33,574

19062,2545211,117953.33,574

19063,2545215,117953.67,573

19064,2545219,117953.67,574

19065,2545221,117953.67,574

19066,2545225,117953.67,574

19067,2545229,117953.67,576

19068,2545233,117953.67,575

19069,2545235,117953.67,576

19070,2545240,117953.67,576

19071,2545244,117953.67,577

19072,2545248,117955.05,578

19073,2545250,117955.05,579

19074,2545254,117955.05,580

19075,2545258,117955.05,581

19076,2545262,117955.05,581

19077,2545264,117955.05,583

19078,2545268,117955.05,584

19079,2545272,117955.05,586

19080,2545276,117955.05,587

19081,2545278,117955.05,588

19082,2545283,117954.71,589

19083,2545287,117954.71,591

19084,2545291,117954.71,592

19085,2545293,117954.71,594

19086,2545297,117954.71,597

19087,2545301,117954.71,598

19088,2545305,117954.71,600

19089,2545307,117954.71,604

19090,2545311,117954.71,607

19091,2545315,117952.82,611

19092,2545319,117952.82,615

19093,2545324,117952.82,619

19094,2545326,117952.82,626

19095,2545330,117952.82,633

19096,2545334,117952.82,640

19097,2545338,117952.82,648

19098,2545340,117952.82,657

19099,2545344,117952.82,666

19100,2545348,117953.67,677

19101,2545352,117953.67,686

19102,2545354,117953.67,697

19103,2545358,117953.67,706

19104,2545362,117953.67,717

19105,2545367,117953.67,727

19106,2545369,117953.67,736

19107,2545373,117953.67,745

19108,2545377,117953.67,754

19109,2545381,117953.67,761

19110,2545383,117954.19,768

19111,2545387,117954.19,774

19112,2545391,117954.19,778

19113,2545395,117954.19,782

19114,2545397,117954.19,785

19115,2545401,117954.19,788

19116,2545405,117954.19,788

19117,2545410,117954.19,788

19118,2545414,117954.19,786

19119,2545416,117957.62,784

19120,2545420,117957.62,782

19121,2545424,117957.62,778

19122,2545428,117957.62,773

19123,2545430,117957.62,767

19124,2545434,117957.62,762

19125,2545438,117957.62,755

19126,2545442,117957.62,749

19127,2545444,117957.62,742

19128,2545448,117956.42,736

19129,2545453,117956.42,728

19130,2545457,117956.42,720

19131,2545459,117956.42,714

19132,2545463,117956.42,706

19133,2545467,117956.42,699

19134,2545471,117956.42,692

19135,2545473,117956.42,686

19136,2545477,117956.42,679

19137,2545481,117956.42,673

19138,2545485,117956.25,668

19139,2545489,117956.25,663

19140,2545491,117956.25,658

19141,2545496,117956.25,654

19142,2545500,117956.25,651

19143,2545504,117956.25,646

19144,2545506,117956.25,642

19145,2545510,117956.25,640

19146,2545514,117956.25,638

19147,2545518,117955.91,636

19148,2545520,117955.91,634

19149,2545524,117955.91,632

19150,2545528,117955.91,631

19151,2545532,117955.91,629

19152,2545534,117955.91,628

19153,2545539,117955.91,626

19154,2545543,117955.91,625

19155,2545547,117955.91,624

19156,2545549,117956.60,622

19157,2545553,117956.60,621

19158,2545557,117956.60,619

19159,2545561,117956.60,617

19160,2545565,117956.60,615

19161,2545567,117956.60,612

19162,2545571,117956.60,611

19163,2545575,117956.60,608

19164,2545580,117956.60,605

19165,2545582,117956.60,603

19166,2545586,117956.60,601

19167,2545590,117956.60,597

19168,2545594,117956.60,596

19169,2545596,117956.60,594

19170,2545600,117956.60,592

19171,2545604,117956.60,591

19172,2545608,117956.60,589

19173,2545610,117956.60,587

19174,2545614,117956.60,586

