-31358,348637,116008.69,500

-31357,348641,116008.69,500

-31356,348643,116008.69,501

-31355,348647,116008.69,500

-31354,348651,116008.69,502

-31353,348653,116008.69,501

-31352,348657,116008.69,502

-31351,348661,116010.58,503

-31350,348665,116010.58,503

-31349,348667,116010.58,504

-31348,348672,116010.58,503

-31347,348676,116010.58,506

-31346,348680,116010.58,505

-31345,348682,116010.58,506

-31344,348686,116010.58,507

-31343,348690,116010.58,507

-31342,348694,116010.07,509

-31341,348696,116010.07,507

-31340,348700,116010.07,510

-31339,348704,116010.07,509

-31338,348706,116010.07,510

-31337,348710,116010.07,511

-31336,348715,116010.07,511

-31335,348719,116010.07,513

-31334,348721,116010.07,513

-31333,348725,116010.07,515

-31332,348729,116010.07,515

-31331,348733,116010.07,517

-31330,348735,116010.07,518

-31329,348739,116010.07,518

-31328,348743,116010.07,520

-31327,348747,116010.07,520

-31326,348749,116010.07,523

-31325,348753,116010.07,525

-31324,348758,116010.07,527

-31323,348760,116007.67,530

-31322,348764,116007.67,532

-31321,348768,116007.67,536

-31320,348772,116007.67,539

-31319,348774,116007.67,544

-31318,348778,116007.67,551

-31317,348782,116007.67,559

-31316,348786,116007.67,568

-31315,348788,116007.67,578

-31314,348792,116007.67,592

-31313,348796,116007.33,604

-31312,348801,116007.33,620

-31311,348803,116007.33,636

-31310,348807,116007.33,654

-31309,348811,116007.33,672

-31308,348815,116007.33,687

-31307,348817,116007.33,707

-31306,348821,116007.33,722

-31305,348825,116007.33,740

-31304,348827,116006.30,756

-31303,348831,116006.30,771

-31302,348835,116006.30,786

-31301,348839,116006.30,799

-31300,348841,116006.30,813

-31299,348846,116006.30,823

-31298,348850,116006.30,833

-31297,348854,116006.30,842

-31296,348856,116006.30,847

-31295,348860,116006.30,853

-31294,348864,116006.99,854

-31293,348868,116006.99,855

-31292,348870,116006.99,853

-31291,348874,116006.99,849

-31290,348878,116006.99,844

-31289,348880,116006.99,835

-31288,348884,116006.99,827

-31287,348889,116006.99,814

-31286,348893,116006.99,801

-31285,348895,116008.52,785

-31284,348899,116008.52,767

-31283,348903,116008.52,746

-31282,348907,116008.52,723

-31281,348909,116008.52,699

-31280,348913,116008.52,671

-31279,348917,116008.52,646

-31278,348921,116008.52,614

-31277,348923,116008.52,582

-31276,348928,116008.52,550

-31275,348932,116009.21,515

-31274,348934,116009.21,482

-31273,348938,116009.21,447

-31272,348942,116009.21,413

-31271,348946,116009.21,379

-31270,348948,116009.21,347

-31269,348952,116009.21,315

-31268,348956,116009.21,286

-31267,348960,116009.21,258

-31266,348962,116009.38,232

-31265,348966,116009.38,210

-31264,348971,116009.38,189

-31263,348975,116009.38,171

-31262,348977,116009.38,155

-31261,348981,116009.38,140

-31260,348985,116009.38,131

-31259,348989,116009.38,123

-31258,348991,116009.38,116

-31257,348995,116009.38,113

-31256,348999,116009.21,111

-31255,349001,116009.21,113

-31254,349005,116009.21,116

-31253,349009,116009.21,123

-31252,349014,116009.21,128

-31251,349016,116009.21,139

-31250,349020,116009.21,149

-31249,349024,116009.21,162

-31248,349028,116009.21,177

-31247,349030,116009.89,191

-31246,349034,116009.89,209

-31245,349038,116009.89,225

-31244,349042,116009.89,242

-31243,349044,116009.89,259

-31242,349048,116009.89,276

-31241,349052,116009.89,295

-31240,349054,116009.89,310

-31239,349059,116009.89,329

-31238,349063,116009.89,344

-31237,349067,116011.60,361

-31236,349069,116011.60,377

-31235,349073,116011.60,390

-31234,349077,116011.60,406

-31233,349081,116011.60,418

-31232,349083,116011.60,432

-31231,349087,116011.60,443

-31230,349091,116011.60,455

-31229,349095,116011.60,465

-31228,349097,116009.38,474

-31227,349102,116009.38,484

